Material Category,Material Type,Jurisdiction,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Plastic,Film Products,Monterey (Countywide),2,2.23471677199632e-05,0,1.60033976566839e-05,2,2.1130404548375667e-05
Plastic,Other Film - Other,Monterey (Countywide),2258,0.0262970296144667,438,0.0214910767881785,2696,0.02537522659432513
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Monterey (Countywide),270,0.00313977706465483,34,0.00167869818165958,304,0.0028595356690999177
Plastic,Durable Plastic Items - Other,Monterey (Countywide),628,0.00731869742828794,229,0.0112605235062998,858,0.00807475711404029
Plastic,Remainder / Composite Plastic,Monterey (Countywide),1773,0.020645989577281,686,0.0336593115318444,2458,0.023142002316768422
Other Organic,Food,Monterey (Countywide),20954,0.244059005461648,5047,0.247713326035693,26001,0.24475992031942478
Other Organic,Leaves and Grass,Monterey (Countywide),1786,0.0208080065432507,609,0.0298758256509316,2395,0.022547254376445364
Other Organic,Prunings and Trimmings,Monterey (Countywide),1004,0.0116931555094707,158,0.00776987682463602,1162,0.010940653295808574
Other Organic,Branches and Stumps,Monterey (Countywide),19,0.000217884885269641,0,0.0,19,0.00017609360005640826
Other Organic,Manures,Monterey (Countywide),17,0.000198331113514673,0,0.0,17,0.00016029032825647403
Other Organic,Textiles,Monterey (Countywide),4259,0.0496107123383183,1518,0.0744969455238916,5777,0.05438400199379041
Other Organic,Carpet,Monterey (Countywide),154,0.00179894700145704,128,0.00626191036404208,282,0.002654963124609328
Other Organic,Remainder / Composite Organic,Monterey (Countywide),7592,0.0884305360638593,1523,0.0747577651799157,9115,0.08580803810141945
Inerts and Other,Concrete,Monterey (Countywide),204,0.00237997336217608,77,0.00380054474914847,282,0.0026524452407336533
Inerts and Other,Asphalt Paving,Monterey (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Monterey (Countywide),397,0.00462307032206738,0,0.0,397,0.0037363449755558396
Inerts and Other,Clean Dimensional Lumber,Monterey (Countywide),1761,0.0205091131749962,106,0.00520836277968044,1867,0.017574361537883807
Inerts and Other,Clean Engineered Wood,Monterey (Countywide),687,0.00799749264778182,27,0.00131834677248041,713,0.00671640291129058
Inerts and Other,Clean Pallets & Crates,Monterey (Countywide),0,0.0,406,0.0199110136755632,406,0.003819020536327121
Inerts and Other,Other Wood Waste,Monterey (Countywide),3267,0.0380544332311323,430,0.0211054469970467,3697,0.03480354266611098
Inerts and Other,Gypsum Board,Monterey (Countywide),668,0.00777681436654718,84,0.00414580933333641,752,0.007080371532681922
Inerts and Other,"Rock, Soil and Fines",Monterey (Countywide),1499,0.0174542553476772,60,0.00294628003745275,1559,0.014671561480198507
Inerts and Other,Remainder / Composite Inerts and Other,Monterey (Countywide),741,0.00863438692780077,51,0.00251265780565917,793,0.0074602121913340015
Household Hazardous Waste (HHW),Paint,Monterey (Countywide),25,0.000287719784394526,0,4.0077500773254e-06,25,0.00023330256068530223
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Monterey (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Monterey (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Monterey (Countywide),128,0.00149446684127254,7,0.000361101619624407,136,0.001277082376214121
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Monterey (Countywide),275,0.00320681856781472,9,0.000455389934663065,285,0.002679082379920839
Special Waste,Ash,Monterey (Countywide),0,0.0,19,0.000931303337992967,19,0.00017862810157728124
Special Waste,Treated Medical Waste,Monterey (Countywide),0,0.0,150,0.0073855680185596,150,0.0014165846297387013
Special Waste,Bulky Items,Monterey (Countywide),899,0.0104696480768027,573,0.0281400658522521,1472,0.013858912404050076
Special Waste,Tires,Monterey (Countywide),0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,Monterey (Countywide),289,0.00336324874185446,4,0.00020231600461172,293,0.0027569678545938427
Mixed Residue,Mixed Residue,Monterey (Countywide),5875,0.0684326143504572,702,0.0344700708823858,6578,0.06191844821688394
Paper,Uncoated Corrugated Cardboard,Napa (Countywide),186,0.00668822325232775,253,0.0356791218393351,440,0.012573835733386374
Paper,Paper Bags,Napa (Countywide),87,0.00313245899159654,37,0.00527466562364938,125,0.003567360933417249
Paper,Newspaper,Napa (Countywide),202,0.00724980824271308,330,0.0464310841690457,532,0.015204229038734007
Paper,White Ledger Paper,Napa (Countywide),52,0.00185407707880985,38,0.0052869012166633,89,0.002550994855621514
Paper,Other Office Paper,Napa (Countywide),133,0.00477488343583905,42,0.005887949186271,175,0.005000853446851993
Paper,Magazines and Catalogs,Napa (Countywide),176,0.00630160443985142,53,0.00747804221265661,229,0.006540439977081512
Paper,Phone Books and Directories,Napa (Countywide),9,0.000327356074797477,2,0.000306365386920027,11,0.0003230946320489279
Paper,Other Miscellaneous Paper - Compostable,Napa (Countywide),39,0.00139972942327197,21,0.00295972626349685,60,0.0017164335380369532
Paper,Other Miscellaneous Paper - Other,Napa (Countywide),805,0.0289032837765151,335,0.0471909615637325,1140,0.03261597258162385
Paper,Remainder / Composite Paper - Compostable,Napa (Countywide),3026,0.108597555778935,481,0.0676951863054057,3507,0.10029372568012723
Paper,Remainder / Composite Paper - Other,Napa (Countywide),247,0.00886231911460341,78,0.0109194056132361,324,0.009279940318535176
Glass,Clear Glass Bottles and Containers,Napa (Countywide),276,0.00989123312211341,117,0.0164193762236836,392,0.011216549769385518
Glass,Green Glass Bottles and Containers,Napa (Countywide),77,0.00275712831963047,11,0.00148785037811019,87,0.002499444754834305
Glass,Brown Glass Bottles and Containers,Napa (Countywide),110,0.00393109493269729,48,0.00682128720880721,158,0.0045178498303380015
Glass,Other Glass Colored Bottles and Containers,Napa (Countywide),0,0.0,4,0.000619255891282891,4,0.0001257187731441027
Glass,Flat Glass,Napa (Countywide),6,0.000214474669694898,4,0.000579854656700671,10,0.000288652605414834
Glass,Remainder / Composite Glass,Napa (Countywide),53,0.00189640760572331,28,0.00398097723909204,81,0.0023196083221470945
Metal,Tin/Steel Cans,Napa (Countywide),203,0.00728931673449898,66,0.00929533537355549,269,0.007696570352520966
Metal,Major Appliances,Napa (Countywide),0,0.0,0,1.0932797618282e-05,0,2.2195314133479844e-06
Metal,Used Oil Filters,Napa (Countywide),0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,Napa (Countywide),132,0.0047240868035429,54,0.00756548567504157,185,0.005300935865725928
Metal,Aluminum Cans,Napa (Countywide),46,0.00163960240911495,16,0.00227739446282066,62,0.0017690843173884885
Metal,Other Non-Ferrous,Napa (Countywide),94,0.00338926418820491,55,0.00768714263469483,149,0.004261801717554569
Metal,Remainder / Composite Metal,Napa (Countywide),157,0.00562713804436352,61,0.00852379656968097,217,0.006215205693208797
Electronics,Brown Goods,Napa (Countywide),0,0.0,32,0.00453436039488614,32,0.0009205471176985219
Electronics,Computer-related Electronics,Napa (Countywide),16,0.00057005109576802,14,0.00201706805339667,30,0.0008638185014440715
Electronics,Other Small Consumer Electronics,Napa (Countywide),47,0.00167064479551816,19,0.00261664724282099,65,0.0018626983048030648
Electronics,Video Display Devices,Napa (Countywide),200,0.00719054550503423,46,0.00653254413252071,247,0.007056960784333132
Plastic,PETE Plastic Containers,Napa (Countywide),161,0.00576823980074174,66,0.00925575177699064,226,0.006476260076610354
Plastic,HDPE Plastic Containers,Napa (Countywide),117,0.00420201030494347,33,0.00466298875785393,150,0.004295596246331462
Plastic,Miscellaneous Plastic Containers,Napa (Countywide),212,0.0076138507741689,45,0.00638361235962469,257,0.0073640928528823845
Plastic,Plastic Trash Bags,Napa (Countywide),423,0.0151910150916795,80,0.0112707745793956,503,0.014395144055857581
Plastic,Plastic Grocery and Other Merchandise Bags,Napa (Countywide),170,0.00611535012143217,62,0.0087813977992591,233,0.006656600108583235
Plastic,Non-Bag Commercial and Industrial Packaging Film,Napa (Countywide),71,0.00253757398670596,12,0.00168720787646775,83,0.0023649361715355707
Plastic,Film Products,Napa (Countywide),17,0.0005954494119161,0,1.60033976566839e-05,17,0.0004778126755662546
Plastic,Other Film - Other,Napa (Countywide),695,0.0249388888293126,153,0.0214910767881785,847,0.02423892827028607
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Napa (Countywide),109,0.00390851865167677,12,0.00167869818165958,121,0.003455829710371074
Plastic,Durable Plastic Items - Other,Napa (Countywide),211,0.00757434228238299,80,0.0112605235062998,291,0.0083226955682881
Plastic,Remainder / Composite Plastic,Napa (Countywide),520,0.018673406439094,239,0.0336593115318444,759,0.02171578299010509
Other Organic,Food,Napa (Countywide),7743,0.277866044765379,1758,0.247713326035693,9501,0.27174456435797884
Other Organic,Leaves and Grass,Napa (Countywide),417,0.0149793624571121,212,0.0298758256509316,629,0.01800358088325178
Other Organic,Prunings and Trimmings,Napa (Countywide),285,0.0102208468250129,55,0.00776987682463602,340,0.009723261019535889
Other Organic,Branches and Stumps,Napa (Countywide),62,0.00222376368052079,0,0.0,62,0.0017723043636004214
Other Organic,Manures,Napa (Countywide),52,0.00186310759121805,0,0.0,52,0.0014848671838185233
Other Organic,Textiles,Napa (Countywide),1348,0.0483866142972201,529,0.0744969455238916,1877,0.0536874258912817
Other Organic,Carpet,Napa (Countywide),762,0.0273624525968649,44,0.00626191036404208,807,0.023078707670853404
Other Organic,Remainder / Composite Organic,Napa (Countywide),2607,0.0935391763382514,531,0.0747577651799157,3137,0.08972625182355788
Inerts and Other,Concrete,Napa (Countywide),188,0.00674748599000661,27,0.00380054474914847,215,0.006149210151950516
Inerts and Other,Asphalt Paving,Napa (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Napa (Countywide),27,0.000976424154137301,0,0.0,27,0.0007781945555910478
Inerts and Other,Clean Dimensional Lumber,Napa (Countywide),29,0.00104415299719885,37,0.00520836277968044,66,0.0018895536665145662
Inerts and Other,Clean Engineered Wood,Napa (Countywide),1,3.95084917859024e-05,9,0.00131834677248041,10,0.000299132957151193
Inerts and Other,Clean Pallets & Crates,Napa (Countywide),36,0.00129249208842452,141,0.0199110136755632,177,0.005072347435206809
Inerts and Other,Other Wood Waste,Napa (Countywide),1001,0.0359160410685128,150,0.0211054469970467,1151,0.03290925543690151
Inerts and Other,Gypsum Board,Napa (Countywide),59,0.00210523820516308,29,0.00414580933333641,88,0.0025195065268027294
Inerts and Other,"Rock, Soil and Fines",Napa (Countywide),267,0.00958927536346402,21,0.00294628003745275,288,0.008240641891995554
Inerts and Other,Remainder / Composite Inerts and Other,Napa (Countywide),240,0.00861002917419915,18,0.00251265780565917,258,0.007372166024817105
Household Hazardous Waste (HHW),Paint,Napa (Countywide),0,0.0,0,4.0077500773254e-06,0,8.136368662488209e-07
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Napa (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Napa (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Napa (Countywide),36,0.00129249208842452,3,0.000361101619624407,39,0.0011034050426588628
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Napa (Countywide),46,0.00166217869013546,3,0.000455389934663065,50,0.001417181421772323
Special Waste,Ash,Napa (Countywide),5,0.000176094991960022,7,0.000931303337992967,12,0.0003294142709010054
Special Waste,Treated Medical Waste,Napa (Countywide),0,0.0,52,0.0073855680185596,52,0.0014993875122319528
Special Waste,Bulky Items,Napa (Countywide),1306,0.0468683593985904,200,0.0281400658522521,1506,0.04306621860207648
Special Waste,Tires,Napa (Countywide),8,0.000282203512756445,0,0.0,8,0.0002249117212690887
Special Waste,Remainder / Composite Special Waste,Napa (Countywide),90,0.00323687429131643,1,0.00020231600461172,92,0.002620810802524351
Mixed Residue,Mixed Residue,Napa (Countywide),2166,0.077718847413125,245,0.0344700708823858,2410,0.06893865944565332
Paper,Uncoated Corrugated Cardboard,Nevada (Countywide),434,0.0205731672386676,128,0.0356791218393351,563,0.02277315373880616
Paper,Paper Bags,Nevada (Countywide),78,0.0037190066107415,19,0.00527466562364938,97,0.00394556818316043
Paper,Newspaper,Nevada (Countywide),150,0.00709212559665615,167,0.0464310841690457,317,0.012821335042641286
Paper,White Ledger Paper,Nevada (Countywide),46,0.00217251731296198,19,0.0052869012166633,65,0.002626086963177198
Paper,Other Office Paper,Nevada (Countywide),84,0.00397913697321458,21,0.005887949186271,105,0.004257130732035898
Paper,Magazines and Catalogs,Nevada (Countywide),219,0.0103880630464524,27,0.00747804221265661,246,0.00996425622863039
Paper,Phone Books and Directories,Nevada (Countywide),44,0.00208390147519643,1,0.000306365386920027,45,0.0018250263824866736
Paper,Other Miscellaneous Paper - Compostable,Nevada (Countywide),51,0.00240977907214072,11,0.00295972626349685,62,0.002489871752726371
Paper,Other Miscellaneous Paper - Other,Nevada (Countywide),909,0.0430472871261769,170,0.0471909615637325,1078,0.043650759602069863
Paper,Remainder / Composite Paper - Compostable,Nevada (Countywide),1916,0.0907854965031047,244,0.0676951863054057,2160,0.0874226920950533
Paper,Remainder / Composite Paper - Other,Nevada (Countywide),198,0.00937326877526624,39,0.0109194056132361,237,0.009598443566321837
Glass,Clear Glass Bottles and Containers,Nevada (Countywide),312,0.0147765480186356,59,0.0164193762236836,371,0.015015804654094625
Glass,Green Glass Bottles and Containers,Nevada (Countywide),230,0.0109054651959868,5,0.00148785037811019,236,0.009533911658951953
Glass,Brown Glass Bottles and Containers,Nevada (Countywide),136,0.0064632390060619,25,0.00682128720880721,161,0.006515384086148648
Glass,Other Glass Colored Bottles and Containers,Nevada (Countywide),22,0.00105481432695128,2,0.000619255891282891,24,0.0009913808860451633
Glass,Flat Glass,Nevada (Countywide),8,0.000368756228121178,2,0.000579854656700671,10,0.0003994999782086321
Glass,Remainder / Composite Glass,Nevada (Countywide),127,0.00602587696805771,14,0.00398097723909204,142,0.0057280638263670376
Metal,Tin/Steel Cans,Nevada (Countywide),265,0.0125434289069437,33,0.00929533537355549,298,0.01207038618216776
Metal,Major Appliances,Nevada (Countywide),0,0.0,0,1.0932797618282e-05,0,1.59222027371276e-06
Metal,Used Oil Filters,Nevada (Countywide),13,0.000611735138123505,0,0.0,13,0.0005226438439213739
Metal,Other Ferrous,Nevada (Countywide),220,0.0104046427838408,27,0.00756548567504157,247,0.009991156349103688
Metal,Aluminum Cans,Nevada (Countywide),69,0.0032502002432076,8,0.00227739446282066,77,0.003108523689776582
Metal,Other Non-Ferrous,Nevada (Countywide),230,0.010888313743516,28,0.00768714263469483,257,0.010422104661719282
Metal,Remainder / Composite Metal,Nevada (Countywide),257,0.0121861069804696,31,0.00852379656968097,288,0.01165273893614251
Electronics,Brown Goods,Nevada (Countywide),0,0.0,16,0.00453436039488614,16,0.0006603708219189028
Electronics,Computer-related Electronics,Nevada (Countywide),55,0.00262417222802513,7,0.00201706805339667,63,0.002535755373634389
Electronics,Other Small Consumer Electronics,Nevada (Countywide),108,0.00509398138381349,9,0.00261664724282099,117,0.004733189774769796
Electronics,Video Display Devices,Nevada (Countywide),134,0.00634603741417842,24,0.00653254413252071,157,0.006373199700401635
Plastic,PETE Plastic Containers,Nevada (Countywide),237,0.0112199084912839,33,0.00925575177699064,270,0.010933854523174483
Plastic,HDPE Plastic Containers,Nevada (Countywide),134,0.00637176459288454,17,0.00466298875785393,151,0.006122903539862165
Plastic,Miscellaneous Plastic Containers,Nevada (Countywide),129,0.00611449280582326,23,0.00638361235962469,152,0.006153686580790669
Plastic,Plastic Trash Bags,Nevada (Countywide),365,0.0173063872580716,41,0.0112707745793956,406,0.016427378498667176
Plastic,Plastic Grocery and Other Merchandise Bags,Nevada (Countywide),148,0.00701780263594956,32,0.0087813977992591,180,0.007274647413625457
Plastic,Non-Bag Commercial and Industrial Packaging Film,Nevada (Countywide),42,0.00200957851448983,6,0.00168720787646775,48,0.001962629409290064
Plastic,Film Products,Nevada (Countywide),0,5.71715082358416e-06,0,1.60033976566839e-05,0,7.215209355344373e-06
Plastic,Other Film - Other,Nevada (Countywide),578,0.0273994453220271,77,0.0214910767881785,656,0.02653896802311241
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Nevada (Countywide),196,0.0092760772112653,6,0.00167869818165958,202,0.008169617424815938
Plastic,Durable Plastic Items - Other,Nevada (Countywide),212,0.0100621854495081,41,0.0112605235062998,253,0.010236707855886016
Plastic,Remainder / Composite Plastic,Nevada (Countywide),387,0.0183349026912344,121,0.0336593115318444,508,0.020566704220047166
Other Organic,Food,Nevada (Countywide),5273,0.249822339538157,891,0.247713326035693,6164,0.24951518905633144
Other Organic,Leaves and Grass,Nevada (Countywide),437,0.0206846516797275,107,0.0298758256509316,544,0.022023227042331887
Other Organic,Prunings and Trimmings,Nevada (Countywide),208,0.00987637804774164,28,0.00776987682463602,236,0.00956959344684307
Other Organic,Branches and Stumps,Nevada (Countywide),138,0.0065347033913567,0,0.0,138,0.0055830085383376735
Other Organic,Manures,Nevada (Countywide),102,0.0048367095967522,0,0.0,102,0.004132305532312921
Other Organic,Textiles,Nevada (Countywide),725,0.0343263452598817,268,0.0744969455238916,993,0.040176672539389016
Other Organic,Carpet,Nevada (Countywide),178,0.00844994891725739,23,0.00626191036404208,201,0.008131289461029206
Other Organic,Remainder / Composite Organic,Nevada (Countywide),1542,0.0730366017712877,269,0.0747577651799157,1811,0.07328726691384989
Inerts and Other,Concrete,Nevada (Countywide),33,0.00158365077813281,14,0.00380054474914847,47,0.0019065126519701306
Inerts and Other,Asphalt Paving,Nevada (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Nevada (Countywide),448,0.0212249224325562,0,0.0,448,0.018133787575309365
Inerts and Other,Clean Dimensional Lumber,Nevada (Countywide),37,0.001732296699546,19,0.00520836277968044,55,0.00223854067101586
Inerts and Other,Clean Engineered Wood,Nevada (Countywide),163,0.00774102221513296,5,0.00131834677248041,168,0.006805642780854598
Inerts and Other,Clean Pallets & Crates,Nevada (Countywide),163,0.0077238707626622,72,0.0199110136755632,235,0.009498770171035684
Inerts and Other,Other Wood Waste,Nevada (Countywide),308,0.0145787346001396,76,0.0211054469970467,384,0.015529265668387887
Inerts and Other,Gypsum Board,Nevada (Countywide),10,0.000463089216710317,15,0.00414580933333641,25,0.0009994296701635584
Inerts and Other,"Rock, Soil and Fines",Nevada (Countywide),348,0.0164854043998049,11,0.00294628003745275,359,0.01451360641627624
Inerts and Other,Remainder / Composite Inerts and Other,Nevada (Countywide),68,0.00322447306450147,9,0.00251265780565917,77,0.0031208063978495995
Household Hazardous Waste (HHW),Paint,Nevada (Countywide),10,0.000463089216710317,0,4.0077500773254e-06,10,0.00039622995122491964
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Nevada (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Nevada (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Nevada (Countywide),75,0.00355606781226935,1,0.000361101619624407,76,0.003090762396092119
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Nevada (Countywide),46,0.00219824449166811,2,0.000455389934663065,48,0.0019444203144826028
Special Waste,Ash,Nevada (Countywide),19,0.000897592679302713,3,0.000931303337992967,22,0.0009025021998189512
Special Waste,Treated Medical Waste,Nevada (Countywide),0,0.0,27,0.0073855680185596,27,0.0010756122579613867
Special Waste,Bulky Items,Nevada (Countywide),287,0.0135782332060124,101,0.0281400658522521,388,0.015698975395823343
Special Waste,Tires,Nevada (Countywide),87,0.00412778289462777,0,0.0,87,0.0035266248159928288
Special Waste,Remainder / Composite Special Waste,Nevada (Countywide),3,0.000142928770589604,1,0.00020231600461172,4,0.0001515777515102438
Mixed Residue,Mixed Residue,Nevada (Countywide),1655,0.0784255881375981,124,0.0344700708823858,1779,0.0720240367544236
Paper,Uncoated Corrugated Cardboard,Orange (Countywide),6904,0.0118816741548547,7775,0.0356791218393351,14679,0.018371967979754458
Paper,Paper Bags,Orange (Countywide),943,0.00162348025737941,1149,0.00527466562364938,2093,0.0026192704845692198
Paper,Newspaper,Orange (Countywide),7152,0.0123081816800984,10118,0.0464310841690457,17269,0.021614543700429773
Paper,White Ledger Paper,Orange (Countywide),1308,0.00225085906870569,1152,0.0052869012166633,2460,0.0030788808745010753
Paper,Other Office Paper,Orange (Countywide),2812,0.00484017249615318,1283,0.005887949186271,4095,0.005125933333697975
Paper,Magazines and Catalogs,Orange (Countywide),3909,0.00672781225303839,1630,0.00747804221265661,5539,0.006932422971747538
Paper,Phone Books and Directories,Orange (Countywide),304,0.000522815676105232,67,0.000306365386920027,371,0.00046378304395398374
Paper,Other Miscellaneous Paper - Compostable,Orange (Countywide),758,0.0013042875288099,645,0.00295972626349685,1403,0.0017557764422300355
Paper,Other Miscellaneous Paper - Other,Orange (Countywide),22903,0.0394147986554282,10283,0.0471909615637325,33186,0.0415355967668196
Paper,Remainder / Composite Paper - Compostable,Orange (Countywide),45235,0.0778472541720691,14751,0.0676951863054057,59986,0.07507847391216167
Paper,Remainder / Composite Paper - Other,Orange (Countywide),3476,0.00598211199922513,2379,0.0109194056132361,5855,0.007328663389088266
Glass,Clear Glass Bottles and Containers,Orange (Countywide),5126,0.0088218266189125,3578,0.0164193762236836,8704,0.010893911404558372
Glass,Green Glass Bottles and Containers,Orange (Countywide),2510,0.00432010848150114,324,0.00148785037811019,2834,0.0035476648344898417
Glass,Brown Glass Bottles and Containers,Orange (Countywide),2067,0.00355789825896876,1486,0.00682128720880721,3554,0.004447924510111458
Glass,Other Glass Colored Bottles and Containers,Orange (Countywide),230,0.000396239249258702,135,0.000619255891282891,365,0.000457062727211904
Glass,Flat Glass,Orange (Countywide),0,0.0,126,0.000579854656700671,126,0.00015814414838184805
Glass,Remainder / Composite Glass,Orange (Countywide),349,0.000599862196794425,867,0.00398097723909204,1216,0.0015219959638794992
Metal,Tin/Steel Cans,Orange (Countywide),4012,0.00690391858604226,2025,0.00929533537355549,6037,0.007556131286099199
Metal,Major Appliances,Orange (Countywide),3025,0.00520614346942684,2,1.0932797618282e-05,3028,0.003789250187872026
Metal,Used Oil Filters,Orange (Countywide),42,7.15431977828213e-05,0,0.0,42,5.203117359687273e-05
Metal,Other Ferrous,Orange (Countywide),3070,0.00528318999011603,1649,0.00756548567504157,4718,0.0059056420188740456
Metal,Aluminum Cans,Orange (Countywide),769,0.00132354915898219,496,0.00227739446282066,1265,0.0015836920267171097
Metal,Other Non-Ferrous,Orange (Countywide),2123,0.00365420640983026,1675,0.00768714263469483,3798,0.004754111804034494
Metal,Remainder / Composite Metal,Orange (Countywide),2336,0.00402017738310392,1857,0.00852379656968097,4193,0.005248452456291849
Electronics,Brown Goods,Orange (Countywide),2095,0.00360467650367292,988,0.00453436039488614,3083,0.00385822981318119
Electronics,Computer-related Electronics,Orange (Countywide),745,0.00128227423718441,440,0.00201706805339667,1185,0.0014826750461773464
Electronics,Other Small Consumer Electronics,Orange (Countywide),1977,0.00340215422071847,570,0.00261664724282099,2547,0.003187922377217518
Electronics,Video Display Devices,Orange (Countywide),745,0.00128227423718441,1423,0.00653254413252071,2169,0.0027141838576005923
Plastic,PETE Plastic Containers,Orange (Countywide),3607,0.00620774823838634,2017,0.00925575177699064,5624,0.007039032282253668
Plastic,HDPE Plastic Containers,Orange (Countywide),2318,0.00398990910711888,1016,0.00466298875785393,3335,0.004173478570481133
Plastic,Miscellaneous Plastic Containers,Orange (Countywide),2990,0.00514560691745676,1391,0.00638361235962469,4381,0.005483248969790585
Plastic,Plastic Trash Bags,Orange (Countywide),5694,0.00979866643479333,2456,0.0112707745793956,8150,0.010200155473751388
Plastic,Plastic Grocery and Other Merchandise Bags,Orange (Countywide),3709,0.00638385457139021,1914,0.0087813977992591,5623,0.007037738139623272
Plastic,Non-Bag Commercial and Industrial Packaging Film,Orange (Countywide),537,0.000924558248270306,368,0.00168720787646775,905,0.0011325561914984786
Plastic,Film Products,Orange (Countywide),0,0.0,3,1.60033976566839e-05,3,4.3646173474446966e-06
Plastic,Other Film - Other,Orange (Countywide),8669,0.0149195083991714,4683,0.0214910767881785,13352,0.0167117766415718
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Orange (Countywide),2146,0.00369272967017485,366,0.00167869818165958,2512,0.003143441515143456
Plastic,Durable Plastic Items - Other,Orange (Countywide),10390,0.0178802961227989,2454,0.0112605235062998,12843,0.016074881109191197
Plastic,Remainder / Composite Plastic,Orange (Countywide),11362,0.0195533062863357,7335,0.0336593115318444,18696,0.023400446532330848
Other Organic,Food,Orange (Countywide),102228,0.175930226670864,53978,0.247713326035693,156206,0.19550767937574162
Other Organic,Leaves and Grass,Orange (Countywide),41501,0.0714221246788811,6510,0.0298758256509316,48011,0.06009117475502049
Other Organic,Prunings and Trimmings,Orange (Countywide),39888,0.068645698272617,1693,0.00776987682463602,41581,0.0520429947697872
Other Organic,Branches and Stumps,Orange (Countywide),16547,0.0284769443790161,0,0.0,16547,0.020710408290539866
Other Organic,Manures,Orange (Countywide),0,0.0,0,0.0,0,0.0
Other Organic,Textiles,Orange (Countywide),22487,0.0386993666775999,16233,0.0744969455238916,38720,0.04846246430104665
Other Organic,Carpet,Orange (Countywide),11400,0.0196193461612121,1365,0.00626191036404208,12765,0.01597636376157412
Other Organic,Remainder / Composite Organic,Orange (Countywide),27920,0.0480495122955241,16290,0.0747577651799157,44210,0.0553336719696086
Inerts and Other,Concrete,Orange (Countywide),6783,0.0116725478844126,828,0.00380054474914847,7611,0.009525611203815716
Inerts and Other,Asphalt Paving,Orange (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Orange (Countywide),5254,0.00904195953516733,0,0.0,5254,0.006575939863050907
Inerts and Other,Clean Dimensional Lumber,Orange (Countywide),16422,0.0282623147856676,1135,0.00520836277968044,17557,0.021974795034481267
Inerts and Other,Clean Engineered Wood,Orange (Countywide),9777,0.0168264097862289,287,0.00131834677248041,10065,0.012596885387277126
Inerts and Other,Clean Pallets & Crates,Orange (Countywide),2309,0.00397339913839977,4339,0.0199110136755632,6648,0.008320075411655876
Inerts and Other,Other Wood Waste,Orange (Countywide),26737,0.0460132828201668,4599,0.0211054469970467,31336,0.03922015209548659
Inerts and Other,Gypsum Board,Orange (Countywide),1397,0.00240495211008407,903,0.00414580933333641,2301,0.0028797372650263484
Inerts and Other,"Rock, Soil and Fines",Orange (Countywide),17540,0.0301857261414442,642,0.00294628003745275,18182,0.022756693785267564
Inerts and Other,Remainder / Composite Inerts and Other,Orange (Countywide),5701,0.00981077374518734,548,0.00251265780565917,6248,0.007820353703351813
Household Hazardous Waste (HHW),Paint,Orange (Countywide),2227,0.00383306440428731,1,4.0077500773254e-06,2228,0.00278876322176102
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Orange (Countywide),19,3.30199374382252e-05,0,0.0,19,2.4014387813941243e-05
Household Hazardous Waste (HHW),Used Oil,Orange (Countywide),62,0.000107314796674232,0,0.0,62,7.804676039530911e-05
Household Hazardous Waste (HHW),Batteries,Orange (Countywide),131,0.000225636239161206,79,0.000361101619624407,210,0.0002625818029865817
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Orange (Countywide),1567,0.00269662822412172,99,0.000455389934663065,1666,0.0020853738062923304
Special Waste,Ash,Orange (Countywide),106,0.000181609655910239,203,0.000931303337992967,308,0.0003860741152884226
Special Waste,Treated Medical Waste,Orange (Countywide),0,0.0,1609,0.0073855680185596,1609,0.002014270905845722
Special Waste,Bulky Items,Orange (Countywide),19268,0.0331602721723377,6132,0.0281400658522521,25400,0.03179110794468721
Special Waste,Tires,Orange (Countywide),0,0.0,0,0.0,0,0.0
